"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","TELEPHONE NUMBER"
O20190325000014,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548745383,N,041946,8820038565,EAST TEXAS BORDER HEALTH CLINIC,GENESIS PRIMECARE,01/15/2004,TX,CORPORATION,,N,4077 JEFFFERSON AVE,,TEXARKANA,AR,718542764,8703309200
O20190325000595,CT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1164987301,N,071940,0345147153,WHEELER CLINIC INC,,01/08/1968,CT,CORPORATION,,N,225 N MAIN ST,,BRISTOL,CT,060104926,8607933500
O20190326000343,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487124707,N,781920,2961453105,ESPERANZA HEALTH CENTERS,,05/26/2004,IL,CORPORATION,,N,4700 S CALIFORNIA AVE,,CHICAGO,IL,606322016,7735846200
O20190326001318,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1164980538,N,451056,1153226691,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",COMMUNICARE HEALTH CENTERS,07/19/1979,TX,CORPORATION,,N,21195 W INTERSTATE 10,STE 2101,SAN ANTONIO,TX,782571675,2108666422
O20190326002697,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427545375,N,681140,0446153399,PROJECT HEALTH INC,LANGLEY HEALTH SERVICES,12/12/1974,FL,CORPORATION,,N,300 S LINE AVE,,INVERNESS,FL,344524606,3524195760
O20190327000019,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396965679,N,401857,3870629579,HPM FOUNDATION INC,,07/24/1987,PR,CORPORATION,,N,CALLE PEDRO MARQUEZ # 44,,CULEBRA,PR,00775,7872684171
O20190328001410,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1760956148,N,011053,7315856341,ALABAMA REGIONAL MEDICAL SERVICES,ARMS NORTHERN HEALTH CENTER,,,CORPORATION,,N,2817 30TH AVE N,,BIRMINGHAM,AL,352074541,2054075600
O20190329000068,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710443890,N,181138,9638089642,"HEALTHPOINT FAMILY CARE, INC.",,03/21/1988,KY,CORPORATION,,N,313 MADISON PIKE,,ERLANGER,KY,410179413,8596556100
O20190329001557,ID,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942772223,N,131880,4981500931,HEALTH WEST INC,HEALTH WEST PEDIATRICS AND OB/GYN,10/01/1975,ID,CORPORATION,,N,500 S 11TH AVE,STE 204,POCATELLO,ID,832014878,2082323355
O20190329001866,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033627179,N,921142,2860523990,"GREATER FRESNO HEALTH ORGANIZATION, INC",CEDAR UNIVERSITY CLINIC,06/30/1992,CA,CORPORATION,,N,4770 N CEDAR AVE,,FRESNO,CA,937261065,5598604900
O20190402002179,NV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396054169,N,291864,7416126362,FIRSTMED HEALTH AND WELLNESS CENTER INC,,02/23/2016,NV,CORPORATION,,N,400 SHADOW LN,STE 104,LAS VEGAS,NV,891064355,7027310909
O20190402002249,NV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396054169,N,291865,7416126362,FIRSTMED HEALTH AND WELLNESS CENTER INC,,09/14/2009,NV,CORPORATION,,N,3940 N MARTIN LUTHER KING BLVD,STE 110,NORTH LAS VEGAS,NV,890327640,7027310909
O20190402002891,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316201809,N,011054,1355597923,CAHABA MEDICAL CARE FOUNDATION,,10/05/2010,AL,CORPORATION,,N,623 8TH AVE W,,BIRMINGHAM,AL,352043604,2059262992
O20190403001569,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1750847315,N,041947,3870401722,"BOSTON MOUNTAIN RURAL HEALTH CENTER, INC",,04/13/1992,AR,CORPORATION,,N,1002 N SPRING ST,,HARRISON,AR,726012918,8707416373
O20190404001376,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770745036,N,511167,4587568134,WOMENCARE INC,FAMILYCARE HEALTH CENTER - OB/GYN & BIRTH CENTER,06/02/1989,WV,CORPORATION,,N,108 WASHINGTON ST W,# 201,CHARLESTON,WV,253022344,3047576999
O20190405000497,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841756749,N,151042,5597679845,MERIDIAN HEALTH SERVICES CORP,,,,CORPORATION,,N,1547 OHIO AVE,,ANDERSON,IN,460161917,7652881928
O20190405001803,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316201809,N,011055,1355597923,CAHABA MEDICAL CARE FOUNDATION,CAHABA MEDICAL CARE,10/05/2010,AL,CORPORATION,,N,260 WALNUT ST,,CENTREVILLE,AL,350422332,2059264697
O20190409002391,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104133511,N,151046,5890696603,OPEN DOOR HEALTH SERVICES INC,OPEN DOOR PEDIATRICS AND FAMILY MEDICINE,01/01/1998,IN,CORPORATION,,N,2600 W WHITE RIVER BLVD,,MUNCIE,IN,473035263,7652867000
O20190411000950,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326522830,N,781928,6901879311,VNA HEALTH CARE,,03/27/1953,IL,CORPORATION,,N,397 S SCHMALE RD,,CAROL STREAM,IL,601882756,6309782532
O20190411001263,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588122691,N,571180,8729123815,ODA PRIMARY HEALTH CARE NETWORK INC,,,,CORPORATION,,N,18 HEYWARD ST,,BROOKLYN,NY,112499210,7182604600
O20190412000214,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730645631,N,151043,5597679845,MERIDIAN HEALTH SERVICES CORP,MERIDIAN HEALTH SERVICES,,,CORPORATION,,N,1518 MAIN ST,,ELWOOD,IN,460362021,7652881928
O20190412000259,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679086888,N,151045,6608139621,"NEIGHBORHOOD HEALTH CENTER, INC.",10TH STREET CLINIC,05/10/2017,IN,CORPORATION,,N,101 S 10TH ST,,RICHMOND,IN,473745547,7659654299
O20190415000359,DC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1467928671,N,091861,3476647264,UNITY HEALTH CARE INC.,,12/08/1987,DC,CORPORATION,,N,1313 NEW YORK AVE NW,"BASEMENT LEVEL, STE 1",WASHINGTON,DC,200054701,2025486551
O20190415001111,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295415032,N,931006,0547169591,VALLEY FAMILY HEALTH CARE INC,VALLEY FAMILY HEALTH CARE WOMEN AND CHILDREN CLINIC,12/28/1981,ID,CORPORATION,,N,840 SW 4TH AVE,STE 105,ONTARIO,OR,979142638,5418812800
O20190415001491,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1275562969,N,551878,2769392927,INLAND BEHAVIORAL AND HEALTH SERVICES INC,,04/01/1978,CA,CORPORATION,,N,665N ST,,SAN BERNARDINO,CA,924011109,9098816146
O20190415002372,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487650636,N,941046,7113813874,COLUMBIA VALLEY COMMUNITY HEALTH,HOPE HEALTH,02/22/1973,WA,CORPORATION,,N,145 S WORTHEN ST,,WENATCHEE,WA,988013081,5098882118
O20190415002623,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619969458,N,571188,6608783568,SUN RIVER HEALTH INC.,,08/05/1975,NY,CORPORATION,,N,55 HORIZON DR,,HUNTINGTON,NY,117434436,6317607746
O20190416000028,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1265994636,N,151049,0547521452,219 HEALTH NETWORK INC,219 HEALTH NETWORK,07/27/2017,IN,CORPORATION,,N,100 W CHICAGO AVE,,EAST CHICAGO,IN,463123260,2193927016
O20190416000191,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1578025896,N,151048,0547521452,219 HEALTH NETWORK INC,219 HEALTH NETWORK,07/27/2017,IN,CORPORATION,,N,4320 FIR ST,UNIT 211,EAST CHICAGO,IN,463123076,2197032577
O20190416000783,NJ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609343912,N,311943,1456250679,VISITING NURSE ASSOCIATION OF CENTRAL JERSEY COMMUNITY HEALTH CENTER I,,07/14/1994,NJ,CORPORATION,,N,597 PARK AVE,,FREEHOLD,NJ,077282590,7322942540
O20190417001002,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1205200367,N,401856,3870629579,HPM FOUNDATION INC,,07/24/1987,PR,CORPORATION,,N,URB. VALLE ARRIBA HEIGHTS,CALLE MORERA AB 20,CAROLINA,PR,009833622,7872684171
O20190417001467,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316167661,N,401859,3870629579,HPM FOUNDATION INC,,07/24/1987,PR,CORPORATION,,N,2020 AVENIDA BORINQUEN,,SAN JUAN,PR,009163822,7872684171
O20190417001872,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285156885,N,401858,3870629579,HPM FOUNDATION INC,,07/24/1987,PR,CORPORATION,,N,47 CALLE BENITEZ GUZMAN,ISABEL II,VIEQUES,PR,007653029,7874682000
O20190418000127,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528526217,N,391125,9234046228,PRIMARY HEALTH NETWORK,,12/19/1983,PA,CORPORATION,,N,531 N FRANKLIN ST,,SHAMOKIN,PA,178726754,5704864588
O20190418001393,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1700904075,Y,031825,4385738418,NATIVE HEALTH,"NATIVE AMERICAN COMMUNITY HEALTH CENTER, INC.",06/01/1997,AZ,CORPORATION,,N,4041 N CENTRAL AVE,BLDG C,PHOENIX,AZ,850123313,6022795262
O20190418001711,HI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780738005,N,121868,8527029198,WAIMANALO HEALTH CENTER,WAIMANALO HEALTH CENTER,01/25/1989,HI,CORPORATION,,N,41-1295 KALANIANAOLE HWY,,WAIMANALO,HI,967951247,8089547154
O20190419000136,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1639634819,N,341107,1254318397,KINSTON COMMUNITY HEALTH CENTER INC,,07/01/1993,NC,CORPORATION,,N,107 S QUEEN ST,,KINSTON,NC,285014933,2525229800
O20190422000563,NE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1629530373,N,281849,9830170653,CHARLES DREW HEALTH CENTER INC,"CHARLES DREW HEALTH CENTER, INC. AT OMAHA HOME FOR BOYS",01/01/1973,NE,CORPORATION,,N,5190 SPRAGUE PLZ,STE 201,OMAHA,NE,681042886,4024523725
O20190422002450,IA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114906906,N,161880,0547241390,ALL CARE HEALTH CENTER,NEW VISIONS HOMELESS SERVICES,07/11/1997,IA,CORPORATION,,N,1435 N 15TH ST,,COUNCIL BLUFFS,IA,515011133,7123251990
O20190423001480,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528390507,N,781923,6608765417,CHICAGO FAMILY HEALTH CENTER INC,,10/06/1976,IL,CORPORATION,,N,2100 E 87TH ST,,CHICAGO,IL,606173011,7737685000
O20190423001735,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1366906844,N,721806,0244257848,HIGHLAND HEALTH PROVIDERS CORP,,04/06/2001,OH,CORPORATION,,N,11130 N SHORE DR,,HILLSBORO,OH,451339751,9374025491
O20190423002945,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669535373,N,721809,3678469129,COLUMBUS NEIGHBORHOOD HEALTH CENTER INC,PRIMARYONE HEALTH,11/12/1997,OH,CORPORATION,,N,240 PARSONS AVE,FL 2,COLUMBUS,OH,432155331,6146457487
O20190424000112,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780112912,N,421062,4284530940,LOW COUNTRY HEALTH CARE SYSTEM INC,BARNWELL FAMILY SPECIALTY SERVICES,12/08/1997,SC,CORPORATION,,N,124 WREN ST,,BARNWELL,SC,298121527,8032595762
O20190424000123,IA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114906906,N,161881,0547241390,ALL CARE HEALTH CENTER,FLORENCE M LAKIN HEALTH CENTER,07/11/1997,IA,CORPORATION,,N,1415 AVENUE J,STE 2,COUNCIL BLUFFS,IA,515011101,7123884660
O20190424000597,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1205322542,N,041948,0042274276,RIVER VALLEY PRIMARY CARE SERVICES,CLARKSVILLE COMMUNITY HEALTH CENTER,09/29/2003,AR,CORPORATION,,N,708 W MAIN ST,DBA: CLARKSVILLE COMMUNITY HEALTH CENTER,CLARKSVILLE,AR,728303411,4796683282
O20190424001812,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033675582,N,921872,3779494919,"MCCLOUD HEALTHCARE CLINIC, INC.",SHASTA CASCADE HEALTH CENTERS- MT SHASTA,01/22/1999,CA,CORPORATION,,N,824 PINE ST,,MOUNT SHASTA,CA,960672137,5309264528
O20190425002906,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790247476,N,781922,6204722077,"PRIMECARE COMMUNITY HEALTH, INC.",,04/21/1992,IL,CORPORATION,,N,5635 W BELMONT AVE,,CHICAGO,IL,606344384,7737361830
O20190501000675,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689168643,N,041949,2567370620,ARCARE,ARCARE 121,02/06/1986,AR,CORPORATION,,N,630 W SOUTH ST,,BENTON,AR,720154258,5018607150
O20190502002005,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1639661796,N,341096,3173563590,"OPPORTUNITIES INDUSTRIALIZATION CENTER, INC",OIC SPECIALTY CARE CENTER,08/19/1969,NC,CORPORATION,,N,260 ALBEMARLE AVE,,ROCKY MOUNT,NC,278015303,2523168215
O20190506001904,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649739319,N,391128,9234046228,PRIMARY HEALTH NETWORK,,12/19/1983,PA,CORPORATION,,N,120 S MARTIN ST,,TITUSVILLE,PA,163541850,8148278400
O20190507002657,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215494257,N,921152,8426369067,"UNICARE COMMUNITY HEALTH CENTER, INC.",,12/06/2002,CA,CORPORATION,,N,1151 E WALNUT ST,,ONTARIO,CA,917616155,9094671425
O20190508000158,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1447815758,N,151051,1951293554,PORTER-STARKE SERVICES INC,MARRAM HEALTH CENTER,,,CORPORATION,,N,704 S STATE ROAD 2,,HEBRON,IN,463418801,2195313500
O20190508003127,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477020121,N,921160,4183527187,GOLDEN VALLEY HEALTH CENTERS,,02/07/1973,CA,CORPORATION,,N,302 NORTHGATE DR,,MANTECA,CA,953363139,2097224842
O20190509002326,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1306378310,N,421054,4284530940,LOW COUNTRY HEALTH CARE SYSTEM INC,EARLY INTERVENTION SERVICES,12/08/1997,SC,CORPORATION,,N,185 MCGEE ST,,BAMBERG,SC,290031154,8039566100
O20190510001613,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033773155,N,391126,5496663312,KEYSTONE RURAL HEALTH CENTER,KEYSTONE FOOT AND ANKLE CENTER WAYNESBORO,03/18/1987,PA,CORPORATION,,N,1905 MARKET SQUARE BLVD,,WAYNESBORO,PA,172683811,7177626300
O20190513000272,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316919491,N,681144,3476450818,PREMIER COMMUNITY HEALTH CARE GROUP INC,,07/29/1979,FL,CORPORATION,,N,37840 MEDICAL ARTS CT,,ZEPHYRHILLS,FL,335414325,3525182000
O20190513001544,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841437241,N,921153,3870693781,H STREET CLINIC,,12/18/2006,CA,CORPORATION,,N,1329 N H ST,,SAN BERNARDINO,CA,924055039,9093810803
O20190513002418,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790249837,N,031984,6305739244,EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER INC,EL RIO HEALTH CHERRYBELL,03/05/1973,AZ,CORPORATION,,N,1230 CHERRYBELL STRAVENUE,,TUCSON,AZ,85713,5206703909
O20190514002569,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023518768,N,921149,5294649406,NEIGHBORHOOD HEALTHCARE,NEIGHBORHODD HEALTHCARE- GOLD FAMILY HEALTH CENTER,10/25/1972,CA,CORPORATION,,N,13010 POWAY RD,,POWAY,CA,920644520,8338674642
O20190515000406,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1336606938,N,341097,8628225190,HIGH COUNTRY COMMUNITY HEALTH,,12/13/2010,NC,OTHER,501(C)(3),N,110 DUTCHMAN CT,,ELKIN,NC,286212237,3368357337
O20190515000827,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1376013250,N,941050,7911897699,UNITY CARE NORTHWEST,,01/01/2010,WA,CORPORATION,,N,6060 PORTAL WAY,,FERNDALE,WA,982487833,3606766177
O20190516000182,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194282756,N,681145,8527961028,COMMUNITY HEALTH CENTER OF PINELLAS INC,,11/14/1980,FL,CORPORATION,,N,26286 US HIGHWAY 19 N,,CLEARWATER,FL,337614506,7278248181
O20190516000779,VT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356807465,N,471881,8224031497,"LITTLE RIVERS HEALTH CARE, INC.",,08/12/2003,VT,CORPORATION,,N,214 PULASKI STREET,,NEWBURY,VT,050510068,8024395321
O20190516000915,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1053870204,N,781925,5395633317,WILL COUNTY COMMUNITY HEALTH CENTER,WILL COUNTY COMMUNITY HEALTH CENTER EAST,06/24/1994,IL,OTHER,LOCAL GOVERNMENT OWNED,N,5601 W MONEE MANHATTAN RD,STE 109,MONEE,IL,604498864,8157278803
O20190520000313,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1750847208,N,041952,9931018421,HEALTHY CONNECTIONS INCORPORATED,,02/20/1998,AR,CORPORATION,,N,430 BALLPARK RD,,MOUNT IDA,AR,719578013,8887108220
O20190521000094,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659872059,N,421063,9032215199,FETTER HEALTH CARE NETWORK INC,RD GIBBS FAMILY HEALTH CENTER,04/08/1975,SC,CORPORATION,,N,106 W MAIN ST,,MONCKS CORNER,SC,294612601,8437611995
O20190521001855,AR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679039127,N,041950,9931018421,HEALTHY CONNECTIONS INCORPORATED,,02/20/1998,AR,CORPORATION,,N,338 WHITTINGTON ST,,MOUNT IDA,AR,719579445,8887108220
O20190521002363,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396212510,N,721810,9335300904,FIVE RIVERS HEALTH CENTERS,FIVE RIVERS HEALTH CENTERS STAR PEDIATRICS,03/22/2011,OH,CORPORATION,,N,1659 W 2ND ST,,XENIA,OH,453854205,9372816800
O20190522000644,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487119608,N,321965,2062324684,PRESBYTERIAN MEDICAL SERVICES,VEGUITA FAMILIY HEALTH CENTER,08/01/1969,NM,CORPORATION,,N,1 SALOMON GRIEGO DRIVE,,VEGUITA,NM,78062,5058646644
O20190522000747,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487055562,N,921143,3072644673,EQUITY HEALTH,,05/10/1973,CA,CORPORATION,,N,3450 3RD ST,,SAN FRANCISCO,CA,941241443,4156970500
O20190523002229,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1043771371,N,341119,5496733925,GASTON FAMILY HEALTH SERVICES INC,KINTEGRA AT CATAWBA COUNTY PUBLIC HEALTH,06/28/1991,NC,CORPORATION,,N,3070 11TH AVENUE DR SE,,HICKORY,NC,286028336,8286955800
O20190523002446,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104480227,N,391134,5496663312,KEYSTONE RURAL HEALTH CENTER,KEYSTONE CHIROPRACTIC SERVICES,03/18/1987,PA,CORPORATION,,N,100 CHAMBERS HILL DR,STE 100,CHAMBERSBURG,PA,172017301,7177097939
O20190528000639,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992369003,N,391127,5496663312,KEYSTONE RURAL HEALTH CENTER,KEYSTONE FOOT AND ANKLE CENTER CHAMBERSBURG,03/18/1987,PA,CORPORATION,,N,100 CHAMBERS HILL DR,STE 101,CHAMBERSBURG,PA,172017301,7177097986
O20190528001543,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689158941,N,921163,6305756339,FAMILY HEALTHCARE NETWORK,FAMILY HEALTHCARE NETWORK,06/29/1978,CA,CORPORATION,,N,2333 S MOONEY BLVD,,VISALIA,CA,932776228,8779603426
O20190529000915,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1760952741,N,721815,9436139987,HEALTH PARTNERS OF WESTERN OHIO,OLD WEST END COMMUNITY HEALTH CENTER,12/18/2002,OH,CORPORATION,,N,2244 COLLINGWOOD BLVD,,TOLEDO,OH,436201147,5673183891
O20190529001055,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548722853,N,191012,1254343593,"MOREHOUSE COMMUNITY MEDICAL CENTERS, INC.",UNION PARISH HIGH SCHOOL BASED HEALTH CENTER,11/26/2002,LA,CORPORATION,,N,1126 MARION HWY,,FARMERVILLE,LA,712419305,3182838887
O20190529001743,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942863667,N,451061,9931099215,NORTH CENTRAL TEXAS COMMUNITY HEALTH CARE CENTER INC,WOMEN'S HEALTH CENTER OF MCKINNEY,04/07/1992,TX,OTHER,501(C)3,N,4510 MEDICAL CENTER DR,STE 201,MCKINNEY,TX,750691605,9407666306
O20190530002286,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023503927,N,571181,3173517281,URBAN HEALTH PLAN INC,,05/01/1978,NY,CORPORATION,,N,1001 JENNINGS ST,,BRONX,NY,104606032,3474077100
O20190603002829,NJ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1518437474,N,311945,6901981497,LAKEWOOD RESOURCE AND REFERRAL CENTER INC,CENTER FOR HEALTH EDUCATION MEDICINE AND DENTISTRY,,,CORPORATION,,N,485 LOCUST ST,,LAKEWOOD,NJ,087015896,7323642144
O20190604000196,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093271579,N,151050,6709795974,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,ESKENAZI HEALTH CENTER W 38TH STREET,,,OTHER,MUNICIPAL CORPORATION,N,5515 W 38TH ST,,INDIANAPOLIS,IN,462542919,3178803838
O20190604001887,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083177067,N,181140,9436301686,STERLING HEALTH SOLUTIONS INC,STERLING CROSSROADS,06/25/2009,KY,CORPORATION,,N,103 COMMONWEALTH DR,,MOUNT STERLING,KY,403539644,8594987716
O20190605000924,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1104177674,N,511012,0446232987,"COMMUNITY CARE OF WEST VIRGINIA, INC.",BUCKHANNON UPSHUR HIGH SCHOOL WELLNESS CENTER,07/01/1984,WV,CORPORATION,,N,50 BU DRIVE,,BUCKHANNON,WV,262019411,3044728333
O20190606001462,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831655380,N,681146,1254243769,TAMPA FAMILY HEALTH CENTERS INC,,02/08/1984,FL,CORPORATION,,N,12085 W HILLSBOROUGH AVE,,TAMPA,FL,336359725,8133975300
O20190607000106,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184289555,N,391143,9234046228,PRIMARY HEALTH NETWORK,,12/19/1983,PA,CORPORATION,,N,304 EVANS DR,STE 401,ELLWOOD CITY,PA,161171478,7248248185
O20190610001298,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194298224,N,451067,0941193510,GATEWAY COMMUNITY HEALTH CENTER INC,,10/02/1989,TX,CORPORATION,,N,208 SHILOH DR,STE 1,LAREDO,TX,780457402,9567186259
O20190611000617,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1578539979,N,061002,4688562697,INNER CITY HEALTH CENTER,,12/08/1983,CO,OTHER,501 (C) (3) NON PROFIT ORGANIZATION,N,INNER CITY HEALTH CENTER,3800 N YORK ST,DENVER,CO,802053540,3032961767
